PK,CCR,GENDER,RACE,AGE,CITEDTIME,INCIDENTLOCATION,OFFENSES,NEIGHBORHOOD,ZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1091023,19029285,M,B,45,2019-02-14T10:50:00,"100 Block RHINE CT PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Spring Hill-City View,1,2620,1,1,-79.9920418451489,40.4653596489546
1091024,19029504,M,W,62,2019-02-14T16:26:00,"MADISON ST & E OHIO ST PITTSBURGH, PA ",5507 Obstructing Highways and Passages.,East Allegheny,1,2304,1,1,-79.9968332048572,40.4542207815553
1091025,19033553,M,W,44,2019-02-20T16:49:00,"EAST ST & E OHIO ST PITTSBURGH, PA ",5507 Obstructing Highways and Passages.,East Allegheny,1,2304,1,1,-79.9978773280607,40.4540288622389
1091026,19033945,F,W,37,2019-02-21T09:30:00,"1700 Block BELLEAU DR PITTSBURGH, PA ",3503(b)(1)(i) Actual Communication,Fineview,1,2509,6,1,-80.0069833937371,40.460310552493
1091027,19034278,M,B,58,2019-02-21T18:13:00,"E NORTH AV & HOWARD ST PITTSBURGH, PA ",5507 Obstructing Highways and Passages.,East Allegheny,1,2304,1,1,-79.999235704478,40.4568471719597
1091028,19037898,M,B,46,2019-02-26T20:30:00,"600 Block WOOD ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Central Business District,2,201,6,6,-79.9994765276478,40.4421288537323
1091029,19039374,F,W,21,2019-03-01T00:40:00,"200 Block ATWOOD ST PITTSBURGH, PA ",6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor,Central Oakland,4,405,,,0,0
1091030,19039412,M,B,40,2019-03-01T02:07:00,"1100 Block HODGKISS ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Marshall-Shadeland,1,2704,1,1,-80.0251881548773,40.4678141212046
1091031,19039831,F,B,64,2019-03-01T17:21:00,"500 Block LIBERTY AV PITTSBURGH, PA ",5505 Public Drunkenness,Central Business District,2,201,6,6,-80.0035931077627,40.4412175503666
1091032,19039831,F,B,64,2019-03-01T17:21:00,"500 Block LIBERTY AV PITTSBURGH, PA ","601.16(b)(2) Any Person who urinates or defecates in, on, or about any public place w/o immediately cleaning and disposing of the material",Central Business District,2,201,6,6,-80.0035931077627,40.4412175503666
1091033,19039831,F,B,64,2019-03-01T17:21:00,"500 Block LIBERTY AV PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Central Business District,2,201,6,6,-80.0035931077627,40.4412175503666
1091034,19039862,F,B,26,2019-03-01T18:02:00,"BAUSMAN ST & SAW MILL RUN BL PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Bon Air,3,1806,4,5,-80.0061040393341,40.4110607388867
1091035,19040157,M,O,24,2019-03-02T02:45:00,"1200 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9862131966527,40.4285828598749
1091036,19040157,M,O,24,2019-03-02T02:45:00,"1200 Block E CARSON ST PITTSBURGH, PA ","5507(a) Obstructing highway, railroad or public passage",South Side Flats,3,1702,3,3,-79.9862131966527,40.4285828598749
1091041,19029622,M,B,27,2019-02-16T21:00:00,"200 Block WINSTON ST PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,Hazelwood,4,1515,5,3,-79.9414656076942,40.4047608456116
1091042,19034895,M,B,33,2019-02-22T15:07:00,"400 Block TURRETT ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Larimer,5,1204,9,2,-79.9103961938101,40.4616391605572
1091043,19036287,M,B,12,2019-02-24T13:46:00,"700 Block GREENFIELD AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Greenfield,4,1517,5,3,-79.9380706284379,40.4250197197373
1091044,19036287,M,B,14,2019-02-24T13:46:00,"700 Block GREENFIELD AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Greenfield,4,1517,5,3,-79.9380706284379,40.4250197197373
1091045,19036287,M,B,12,2019-02-24T13:46:00,"700 Block GREENFIELD AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Greenfield,4,1517,5,3,-79.9380706284379,40.4250197197373
1091046,19036287,M,B,13,2019-02-24T13:46:00,"700 Block GREENFIELD AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Greenfield,4,1517,5,3,-79.9380706284379,40.4250197197373
1091047,19036287,M,B,12,2019-02-24T13:46:00,"700 Block GREENFIELD AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Greenfield,4,1517,5,3,-79.9380706284379,40.4250197197373
1091048,19037618,M,B,62,2019-02-26T12:30:00,"300 Block S BOUQUET ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Central Oakland,4,405,3,3,-79.9546151937438,40.440461255496
1091049,19039109,M,B,18,2019-02-28T15:45:00,"COAL ST & GRAND AV PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Outside City,OSC,5599,,,0,0
1091050,19039877,F,B,36,2019-02-28T19:00:00,"1400 Block WASHINGTON BL PITTSBURGH, PA ",2709(a)(3) Harassment No Legitimate Purpose,Highland Park,5,1106,9,2,-79.9086078732226,40.4703805557972
1091051,19040119,M,W,23,2019-03-02T01:30:00,"S 16TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.982839763162,40.4285489478917
1091052,19040124,M,W,24,2019-03-02T01:45:00,"S 15TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9834385131345,40.4285634613338
1091053,19040130,M,W,23,2019-03-02T02:00:00,"S 15TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9834385131345,40.4285634613338
1091054,19040131,F,W,15,2019-03-02T02:12:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",North Oakland,4,507,8,3,-79.9516953898806,40.4493192927662
1091055,19040131,F,W,16,2019-03-02T02:12:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",North Oakland,4,507,8,3,-79.9516953898806,40.4493192927662
1091056,19040131,F,W,16,2019-03-02T02:12:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",North Oakland,4,507,8,3,-79.9516953898806,40.4493192927662
1091057,19040131,M,W,19,2019-03-02T02:12:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",North Oakland,4,507,8,3,-79.9516953898806,40.4493192927662
1091058,19040131,F,W,21,2019-03-02T02:12:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",North Oakland,4,507,8,3,-79.9516953898806,40.4493192927662
1091059,19040153,M,B,22,2019-03-02T02:45:00,"S 10TH ST & BINGHAM ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9886124721838,40.4294223265411
1091060,19040598,M,B,23,2019-03-02T18:41:00,"MAYTIDE ST & BROWNSVILLE RD PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Carrick,3,2904,4,3,-79.9778821642152,40.3844798173253
1091061,19040781,M,W,22,2019-03-03T00:25:00,"1400 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.984034293315,40.4286565603557
1091062,19040783,M,B,32,2019-03-02T00:30:00,"S 16TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.982839763162,40.4285489478917
1091063,19040792,M,W,19,2019-03-03T00:45:00,"SEMPLE ST & FRESCO WY PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Central Oakland,4,405,3,3,-79.9581021555731,40.4396288599712
1091064,19040815,M,W,22,2019-03-03T01:30:00,"S 15TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9834385131345,40.4285634613338
1091065,19041397,M,B,25,2019-03-04T01:41:00,"BENNETT ST & N LANG AV PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Homewood South,5,1303,9,2,-79.8988964009407,40.4569788918079
1091066,19041776,M,W,39,2019-03-04T15:48:00,"4400 Block BROWNS HILL RD PITTSBURGH, PA ",5505 Public Drunkenness,Greenfield,4,1517,,,0,0
1091067,19041937,M,W,56,2019-03-04T19:47:00,"STRAWBERRY WY & LIBERTY AV PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Central Business District,2,201,6,6,-79.9987998327963,40.4427239633948
1091068,19041954,M,B,20,2019-03-04T20:09:00,"S BOUQUET ST & SENNOTT ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Central Oakland,4,405,3,3,-79.9555511853037,40.4414610134191
1091069,19041954,M,B,20,2019-03-04T20:09:00,"S BOUQUET ST & SENNOTT ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Central Oakland,4,405,3,3,-79.9555511853037,40.4414610134191
1091070,19042501,M,B,20,2019-03-05T17:31:00,"7300 Block KELLY ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Homewood South,5,1303,9,2,-79.8948371053259,40.455034841235
1091071,19042501,M,B,19,2019-03-05T17:31:00,"7300 Block KELLY ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Homewood South,5,1303,9,2,-79.8948371053259,40.455034841235
1091072,19042501,M,B,19,2019-03-05T17:31:00,"7300 Block KELLY ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Homewood South,5,1303,9,2,-79.8948371053259,40.455034841235
1091073,19043063,M,W,32,2019-03-06T16:04:00,"5500 Block CENTRE AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Shadyside,4,709,7,2,-79.9364623699551,40.4565877817342
1091074,19043102,M,B,14,2019-03-06T17:01:00,"LINCOLN AV & MANNING ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Lincoln-Lemington-Belmar,5,1202,9,2,-79.8969319487772,40.4679045420787
1091075,19043102,M,B,15,2019-03-06T17:01:00,"LINCOLN AV & MANNING ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Lincoln-Lemington-Belmar,5,1202,9,2,-79.8969319487772,40.4679045420787
1091076,19043102,M,B,14,2019-03-06T17:01:00,"LINCOLN AV & MANNING ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Lincoln-Lemington-Belmar,5,1202,9,2,-79.8969319487772,40.4679045420787
1091077,19043102,F,B,16,2019-03-06T17:01:00,"LINCOLN AV & MANNING ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Lincoln-Lemington-Belmar,5,1202,9,2,-79.8969319487772,40.4679045420787
1091078,19043338,M,B,34,2019-03-07T02:00:00,"7200 Block KELLY ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Homewood South,5,1303,9,2,-79.8969956274934,40.4555186499155
1091079,19021575,M,W,25,2019-02-03T01:55:00,"1900 Block SMALLMAN ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Strip District,2,203,7,6,-79.984746823526,40.4513193188361
1091080,19021575,M,W,25,2019-02-03T01:55:00,"1900 Block SMALLMAN ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Strip District,2,203,7,6,-79.984746823526,40.4513193188361
1091081,19021575,M,W,25,2019-02-03T01:55:00,"1900 Block SMALLMAN ST PITTSBURGH, PA ",5505 Public Drunkenness,Strip District,2,203,7,6,-79.984746823526,40.4513193188361
1091082,18225942,M,W,20,2018-11-16T00:25:00,"200 Block ATWOOD ST PITTSBURGH, PA ",6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor,Central Oakland,4,405,,,0,0
1091083,18223296,M,B,35,2018-11-11T22:09:00,"S 12TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9864255057321,40.4287576119159
1091084,18223332,M,B,24,2018-11-12T00:10:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1702,3,3,-79.9833100173741,40.4286928036566
1091085,18223332,M,B,24,2018-11-12T00:10:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9833100173741,40.4286928036566
1091086,18223524,M,B,16,2018-11-12T10:12:00,"2200 Block WILNER DR PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,East Hills,5,1306,,,0,0
1091087,18223524,F,B,14,2018-11-12T10:12:00,"2200 Block WILNER DR PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,East Hills,5,1306,,,0,0
1091088,18223946,M,W,40,2018-11-12T23:44:00,"5TH AV & WILKINS AV PITTSBURGH, PA ",5505 Public Drunkenness,Squirrel Hill North,4,1401,8,3,-79.9372951095105,40.4478000972933
1091089,18223946,M,W,,2018-11-12T23:44:00,"5TH AV & WILKINS AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Squirrel Hill North,4,1401,8,3,-79.9372951095105,40.4478000972933
1091090,18224185,F,B,16,2018-11-13T11:44:00,"7TH AV & LIBERTY AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Central Business District,2,201,6,6,-79.9974877489295,40.4430659535174
1091091,18224185,F,B,16,2018-11-13T11:44:00,"7TH AV & LIBERTY AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Central Business District,2,201,6,6,-79.9974877489295,40.4430659535174
1091092,18224185,F,B,14,2018-11-13T11:44:00,"7TH AV & LIBERTY AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Central Business District,2,201,6,6,-79.9974877489295,40.4430659535174
1091093,18224185,F,B,15,2018-11-13T11:44:00,"7TH AV & LIBERTY AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Central Business District,2,201,6,6,-79.9974877489295,40.4430659535174
1091094,18224185,F,B,17,2018-11-13T11:44:00,"7TH AV & LIBERTY AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Central Business District,2,201,6,6,-79.9974877489295,40.4430659535174
1091095,18224185,F,B,16,2018-11-13T11:44:00,"7TH AV & LIBERTY AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Central Business District,2,201,6,6,-79.9974877489295,40.4430659535174
1091096,18224185,F,B,16,2018-11-13T11:44:00,"7TH AV & LIBERTY AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Central Business District,2,201,6,6,-79.9974877489295,40.4430659535174
1091097,18224185,F,B,15,2018-11-13T11:44:00,"7TH AV & LIBERTY AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Central Business District,2,201,6,6,-79.9974877489295,40.4430659535174
1091098,18225016,F,W,24,2018-11-01T12:00:00,"100 Block NEWBURN AV PITTSBURGH, PA ",2709(a)(3) Harassment No Legitimate Purpose,Carrick,3,2904,,,0,0
1091099,18225016,F,B,30,2018-11-01T12:00:00,"100 Block NEWBURN AV PITTSBURGH, PA ",2709(a)(3) Harassment No Legitimate Purpose,Carrick,3,2904,,,0,0
1091100,18225059,M,B,20,2018-11-14T16:45:00,"LIBERTY BRDG & PJ MCARDLE RDWY PITTSBURGH, PA ",601.10 (a) Spitting,South Side Slopes,3,1706,,,0,0
1091101,19001796,F,B,14,2019-01-03T17:10:00,"2200 Block WILNER DR PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Homewood North,5,1301,,,0,0
1091102,19002016,M,B,28,2019-01-04T00:03:00,"2400 Block E CARSON ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",South Side Flats,3,1609,3,3,-79.9707882277001,40.4279555979069
1091103,19002055,M,B,23,2019-01-04T01:00:00,"S 10TH ST & E CARSON ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,South Side Flats,3,1702,3,3,-79.9885762778787,40.4287104703372
1091121,19035873,M,W,20,2019-02-24T00:47:00,"BATES ST & OAKLAND AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,,,0,0
1091122,19040038,M,B,22,2019-03-01T22:45:00,"VIRGINIA AV & WYOMING ST PITTSBURGH, PA ",5505 Public Drunkenness,Mount Washington,3,1914,,,0,0
1091123,19040120,M,W,22,2019-03-02T01:47:00,"200 Block ATWOOD ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Oakland,4,405,,,0,0
1091124,19040120,M,W,22,2019-03-02T01:47:00,"200 Block ATWOOD ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Central Oakland,4,405,,,0,0
1091125,19040120,F,W,22,2019-03-02T01:47:00,"200 Block ATWOOD ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Oakland,4,405,,,0,0
1091126,19040120,F,W,22,2019-03-02T01:47:00,"200 Block ATWOOD ST PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,Central Oakland,4,405,,,0,0
1091127,19041747,M,W,21,2019-02-23T00:05:00,"200 Block ATWOOD ST PITTSBURGH, PA ",6310 Inducement of Minors to Buy Liquor or Malt or Brewed Beverages.,Central Oakland,4,405,,,0,0
1091128,19044571,M,O,23,2019-03-08T22:06:00,"MARLOW ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Elliott,6,2020,,,0,0
1091129,19044584,F,B,58,2019-03-08T22:34:00,"STRAWBERRY WY & SMITHFIELD ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Business District,2,201,,,0,0
1091130,19044637,M,W,21,2019-03-09T00:10:00,"1600 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,,,0,0
1091131,19044637,M,W,21,2019-03-09T00:10:00,"1600 Block E CARSON ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,,,0,0
1091132,19044665,M,W,23,2019-03-08T01:40:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,,,0,0
1091133,19044786,M,B,54,2019-03-09T06:00:00,"200 Block S 9TH ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",South Shore,3,1921,,,0,0
1091134,19044786,M,W,64,2019-03-09T06:00:00,"200 Block S 9TH ST PITTSBURGH, PA ",2709(a)(3) Harassment No Legitimate Purpose,South Shore,3,1921,,,0,0
1091135,19044855,F,B,29,2019-03-09T10:45:00,"TECUMSEH ST & GLOSTER ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Hazelwood,4,1515,,,0,0
1091136,19045072,M,B,20,2019-03-09T17:42:00,"300 Block ROCHELLE ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Knoxville,3,3001,,,0,0
1091137,19045197,F,B,27,2019-03-09T21:13:00,"1500 Block E CARSON ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",South Side Flats,3,1702,,,0,0
1091138,19045282,M,W,25,2019-03-10T00:27:00,"300 Block NORTH SHORE DR PITTSBURGH, PA ",5505 Public Drunkenness,,1,9812,,,0,0
1091139,19045282,F,W,24,2019-03-10T00:27:00,"300 Block NORTH SHORE DR PITTSBURGH, PA ",5505 Public Drunkenness,,1,9812,,,0,0
1091140,19045288,M,W,21,2019-03-10T00:40:00,"ROLAND ST & S 16TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,,,0,0
1091141,19045292,M,W,24,2019-03-10T12:45:00,"E CARSON ST & S 14TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,,,0,0
1091142,19045308,M,W,25,2019-03-10T01:18:00,"S 16TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(2) Any Person who urinates or defecates in, on, or about any public place w/o immediately cleaning and disposing of the material",South Side Flats,3,1702,,,0,0
1091143,19045313,M,B,34,2019-03-10T01:30:00,"S 16TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,,,0,0
1091144,19045340,M,W,26,2019-03-10T03:15:00,"S 16TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,,,0,0
1091145,19045476,M,W,34,2019-03-10T10:05:00,"5200 Block NATRONA WY PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Upper Lawrenceville,2,1011,,,0,0
1091146,19045476,M,W,34,2019-03-10T10:05:00,"5200 Block NATRONA WY PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Upper Lawrenceville,2,1011,,,0,0
1091147,19045476,M,B,26,2019-03-10T10:05:00,"5200 Block NATRONA WY PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Upper Lawrenceville,2,1011,,,0,0
1091148,19045476,M,B,26,2019-03-10T10:05:00,"5200 Block NATRONA WY PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Upper Lawrenceville,2,1011,,,0,0
1091149,19046061,M,B,27,2019-03-11T10:30:00,"6900 Block KELLY ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Homewood West,5,1207,,,0,0
1091150,19046553,M,W,47,2019-03-12T04:46:00,"PARKHURST ST & HAZLIP WY PITTSBURGH, PA ",619.18(a) Refuse Collection Times In Residential Zones Between 10PM and 6AM,Central North Side,1,2206,,,0,0
1091151,19047455,M,B,16,2019-03-13T15:28:00,"300 Block CEDAR AV PITTSBURGH, PA ",3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,,1,5632,,,0,0
1091152,19048484,F,B,19,2019-03-15T00:20:00,"4000 Block PENN AV PITTSBURGH, PA ",5505 Public Drunkenness,Bloomfield,5,903,,,0,0
1091153,19038443,M,W,50,2019-02-27T16:37:00,"PA STATE ROUTE 28 RAMP & ANDERSON ST PITTSBURGH, PA ",5507 Obstructing Highways and Passages.,North Shore,1,2205,,,0,0
